id,make,model,year,price,features,stock,image,description
V09126,Audi,Q5,2025,490682,"360 Camera,Automatic Parking,Sunroof,7 Seater,Android Auto,Rear Camera,Air Suspension,Premium Sound,Adaptive Cruise,Push Start,Ambient Lighting,Power Tailgate,Cruise Control,Blind Spot Monitor,Panoramic Roof",6,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-6058504.jpg,The 2025 Audi Q5 is a premium vehicle perfect for city driving.
V09127,Kia,Model 8,2023,102591,"Rear Camera,Apple CarPlay,Power Tailgate,V6 Engine,7 Seater,Wireless Charging,Heated Seats,AWD,V8 Engine",9,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-8001524.jpg,The 2023 Kia Model 8 is a premium vehicle perfect for long trips.
V09128,Chevrolet,Model 9,2022,66183,"Adaptive Cruise,7 Seater,LED Headlights,Keyless Entry,V8 Engine,Navigation,Heated Seats,Power Tailgate,360 Camera,Apple CarPlay,Rear Camera",10,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-5519843.jpg,The 2022 Chevrolet Model 9 is a reliable vehicle perfect for daily commute.
V09129,Ford,Escape,2024,293328,"Keyless Entry,Premium Sound,Adaptive Cruise,Electric,Turbo,Parking Sensors,Sunroof,7 Seater,Ventilated Seats,Rear Camera,Air Suspension,V8 Engine,Navigation,AWD,Lane Assist",2,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-1997183.jpg,The 2024 Ford Escape is a premium vehicle perfect for city driving.
V09130,Jaguar,Model 9,2024,182003,"Ambient Lighting,Apple CarPlay,Premium Sound,V8 Engine,Sport Mode,Electric,Panoramic Roof,360 Camera,Turbo,Air Suspension,Leather Seats,Parking Sensors,LED Headlights",7,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-2459132.jpg,The 2024 Jaguar Model 9 is a luxury vehicle perfect for daily commute.
V09131,Chevrolet,Model 5,2021,122388,"Electric,Push Start,Heated Seats,Bluetooth,Navigation,Sport Mode,Apple CarPlay,Sunroof,Android Auto,Automatic Parking",2,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-5110214.jpg,The 2021 Chevrolet Model 5 is a premium vehicle perfect for off-road adventures.
V09132,Kia,Model 10,2020,90947,"Parking Sensors,Push Start,V8 Engine,Ambient Lighting,Premium Sound,Rear Camera,Heated Seats,Power Tailgate,Sunroof,Lane Assist,Cruise Control,Apple CarPlay,Wireless Charging,Navigation",2,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-6979334.jpg,The 2020 Kia Model 10 is a sporty vehicle perfect for off-road adventures.
V09133,Mercedes,E-Class,2020,506136,"Automatic Parking,Hybrid,Ventilated Seats,Navigation,Keyless Entry,Air Suspension,Power Tailgate,Apple CarPlay,Rear Camera",7,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-4174462.jpg,The 2020 Mercedes E-Class is a sporty vehicle perfect for off-road adventures.
V09134,Tesla,Model S,2024,382344,"Turbo,Electric,Cruise Control,V6 Engine,Blind Spot Monitor,AWD,Air Suspension,4WD",3,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-3248382.jpg,The 2024 Tesla Model S is a sporty vehicle perfect for daily commute.
V09135,Nissan,Pathfinder,2022,173980,"LED Headlights,Air Suspension,Cruise Control,Push Start,Ambient Lighting,Wireless Charging,V6 Engine,Sport Mode,360 Camera,Bluetooth,Premium Sound,Android Auto,Panoramic Roof,Automatic Parking",1,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-7705367.jpg,The 2022 Nissan Pathfinder is a family-friendly vehicle perfect for long trips.
V09136,Subaru,Model 8,2020,60535,"Rear Camera,Ventilated Seats,Hybrid,7 Seater,V8 Engine,Apple CarPlay,LED Headlights",8,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-5443970.jpg,The 2020 Subaru Model 8 is a family-friendly vehicle perfect for city driving.
V09137,Mercedes,GLE,2023,445280,"Push Start,Apple CarPlay,Bluetooth,Panoramic Roof,Leather Seats,4WD,V8 Engine,Lane Assist,Heated Seats,Adaptive Cruise,Navigation,Android Auto,AWD,7 Seater,360 Camera",10,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-4050957.jpg,The 2023 Mercedes GLE is a sporty vehicle perfect for off-road adventures.
V09138,Audi,A6,2025,369940,"Cruise Control,7 Seater,Turbo,Leather Seats,Sunroof,Rear Camera,Ventilated Seats,Parking Sensors,Push Start,Premium Sound,Electric,Eco Mode",4,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-1112558.jpg,The 2025 Audi A6 is a reliable vehicle perfect for city driving.
V09139,Jaguar,Model 5,2023,150104,"LED Headlights,AWD,Parking Sensors,Lane Assist,Wireless Charging,Sport Mode,Blind Spot Monitor,Sunroof,Bluetooth,Power Tailgate,Hybrid,Rear Camera",9,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-2038991.jpg,The 2023 Jaguar Model 5 is a family-friendly vehicle perfect for daily commute.
V09140,Lexus,Model 6,2022,196999,"AWD,Keyless Entry,Hybrid,Adaptive Cruise,Air Suspension,Panoramic Roof,Push Start,Blind Spot Monitor,Eco Mode,Rear Camera",10,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-7446662.jpg,The 2022 Lexus Model 6 is a premium vehicle perfect for off-road adventures.
V09141,Porsche,Model 6,2023,374863,"Keyless Entry,Panoramic Roof,Sunroof,Sport Mode,Turbo",3,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-8844800.jpg,The 2023 Porsche Model 6 is a sporty vehicle perfect for city driving.
V09142,Ford,Escape,2024,55569,"Premium Sound,Blind Spot Monitor,LED Headlights,V8 Engine,Panoramic Roof,AWD,Android Auto",3,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-3877656.jpg,The 2024 Ford Escape is a premium vehicle perfect for long trips.
V09143,Kia,Model 9,2021,259103,"Panoramic Roof,Power Tailgate,Cruise Control,Hybrid,Air Suspension,Sport Mode,Apple CarPlay,7 Seater",0,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-6001070.jpg,The 2021 Kia Model 9 is a sporty vehicle perfect for long trips.
V09144,Tesla,Model 3,2025,312058,"7 Seater,Heated Seats,360 Camera,Leather Seats,Wireless Charging",6,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-7600887.jpg,The 2025 Tesla Model 3 is a premium vehicle perfect for long trips.
V09145,Mazda,Model 4,2022,205635,"Ambient Lighting,Sunroof,Turbo,Blind Spot Monitor,Power Tailgate,Air Suspension,LED Headlights",6,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-1401187.jpg,The 2022 Mazda Model 4 is a premium vehicle perfect for daily commute.
V09146,Jaguar,Model 1,2023,162165,"Sport Mode,Heated Seats,Electric,Keyless Entry,Sunroof,Lane Assist,Rear Camera,LED Headlights,360 Camera,Ambient Lighting,Eco Mode,Blind Spot Monitor,Apple CarPlay,4WD,Power Tailgate",7,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-6067269.jpg,The 2023 Jaguar Model 1 is a luxury vehicle perfect for off-road adventures.
V09147,Tesla,Model S,2020,561176,"Adaptive Cruise,Wireless Charging,Lane Assist,Panoramic Roof,Hybrid,Blind Spot Monitor,Automatic Parking",0,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-6286333.jpg,The 2020 Tesla Model S is a family-friendly vehicle perfect for long trips.
V09148,Chevrolet,Model 1,2022,189889,"4WD,Power Tailgate,Automatic Parking,Hybrid,Eco Mode,Air Suspension",10,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-2097675.jpg,The 2022 Chevrolet Model 1 is a sporty vehicle perfect for long trips.
V09149,Chevrolet,Model 4,2020,70187,"Leather Seats,Ambient Lighting,Cruise Control,Rear Camera,Heated Seats,360 Camera,Keyless Entry,Push Start,Lane Assist,4WD,V6 Engine,Air Suspension,Navigation,Hybrid,Android Auto",9,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-1778807.jpg,The 2020 Chevrolet Model 4 is a premium vehicle perfect for long trips.
V09150,Chevrolet,Model 5,2023,106026,"7 Seater,Electric,Cruise Control,Hybrid,Adaptive Cruise,Eco Mode,Sport Mode,AWD,Sunroof,Heated Seats,Ambient Lighting,V8 Engine,Leather Seats,Navigation",6,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-4550120.jpg,The 2023 Chevrolet Model 5 is a reliable vehicle perfect for daily commute.
V09151,Ford,Escape,2022,64443,"Air Suspension,Ambient Lighting,LED Headlights,Sport Mode,V6 Engine,360 Camera,Electric,Power Tailgate,Wireless Charging,Adaptive Cruise,Navigation",4,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-4196212.jpg,The 2022 Ford Escape is a reliable vehicle perfect for long trips.
V09152,Audi,A8,2022,352120,"Turbo,Parking Sensors,Ventilated Seats,Power Tailgate,Heated Seats,Premium Sound,Adaptive Cruise,Rear Camera,Push Start,Air Suspension,Leather Seats,Panoramic Roof,V6 Engine",8,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-7499014.jpg,The 2022 Audi A8 is a premium vehicle perfect for off-road adventures.
V09153,Tesla,Model 3,2022,450160,"Navigation,Ventilated Seats,Parking Sensors,360 Camera,Rear Camera",7,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-1685291.jpg,The 2022 Tesla Model 3 is a sporty vehicle perfect for daily commute.
V09154,Hyundai,Model 8,2024,122787,"Electric,LED Headlights,Navigation,Sunroof,Air Suspension,Blind Spot Monitor,Heated Seats,Sport Mode,Apple CarPlay,V8 Engine",7,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-1145719.jpg,The 2024 Hyundai Model 8 is a family-friendly vehicle perfect for long trips.
V09155,Toyota,Camry,2023,115766,"Apple CarPlay,Hybrid,4WD,Leather Seats,Navigation,Air Suspension,Power Tailgate,Parking Sensors",9,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-2742239.jpg,The 2023 Toyota Camry is a reliable vehicle perfect for off-road adventures.
V09156,Honda,Odyssey,2023,211696,"Electric,4WD,Power Tailgate,Adaptive Cruise,Sport Mode,V6 Engine,360 Camera,Sunroof,Ambient Lighting,Navigation",4,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-7794586.jpg,The 2023 Honda Odyssey is a premium vehicle perfect for long trips.
V09157,Kia,Model 10,2023,60893,"Parking Sensors,4WD,7 Seater,Blind Spot Monitor,Ventilated Seats,Automatic Parking,AWD,V8 Engine,Heated Seats,Eco Mode,Electric,Android Auto,Rear Camera,Sport Mode,Push Start",2,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-2977423.jpg,The 2023 Kia Model 10 is a luxury vehicle perfect for daily commute.
V09158,Lexus,Model 6,2021,205857,"4WD,Power Tailgate,Wireless Charging,Ventilated Seats,360 Camera,AWD,Blind Spot Monitor,Rear Camera,Turbo,LED Headlights,7 Seater,Electric,Android Auto",0,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-5391265.jpg,The 2021 Lexus Model 6 is a luxury vehicle perfect for city driving.
V09159,Audi,A6,2023,249703,"Panoramic Roof,Automatic Parking,7 Seater,Turbo,Ambient Lighting,Cruise Control,LED Headlights,Rear Camera,Push Start,Bluetooth,Premium Sound,Hybrid,Air Suspension",4,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-3219683.jpg,The 2023 Audi A6 is a reliable vehicle perfect for daily commute.
V09160,Porsche,Model 3,2024,216464,"Sunroof,Hybrid,Rear Camera,Wireless Charging,Panoramic Roof,360 Camera,Air Suspension,Lane Assist,Parking Sensors,Adaptive Cruise,Cruise Control,Navigation,Ambient Lighting,Electric",0,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-3419698.jpg,The 2024 Porsche Model 3 is a sporty vehicle perfect for city driving.
V09161,Ford,F-150,2024,132292,"Sport Mode,Hybrid,Ventilated Seats,Navigation,Turbo,Cruise Control,V8 Engine,7 Seater,AWD,V6 Engine",7,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-6195820.jpg,The 2024 Ford F-150 is a family-friendly vehicle perfect for long trips.
V09162,Subaru,Model 10,2024,299225,"V8 Engine,Rear Camera,Adaptive Cruise,Ambient Lighting,Premium Sound,Cruise Control,Sunroof,Push Start,Navigation",2,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-8177199.jpg,The 2024 Subaru Model 10 is a reliable vehicle perfect for long trips.
V09163,Volkswagen,Model 6,2025,252357,"Automatic Parking,Wireless Charging,Ambient Lighting,Cruise Control,360 Camera,Turbo,Rear Camera,Blind Spot Monitor,Eco Mode,Panoramic Roof,Leather Seats,AWD,7 Seater,Navigation,V8 Engine",4,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-3650302.jpg,The 2025 Volkswagen Model 6 is a premium vehicle perfect for off-road adventures.
V09164,Tesla,Model X,2023,540204,"Turbo,7 Seater,Ventilated Seats,Rear Camera,Electric,Push Start,Hybrid,Air Suspension,Premium Sound,LED Headlights,Heated Seats",10,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-5825692.jpg,The 2023 Tesla Model X is a reliable vehicle perfect for off-road adventures.
V09165,Hyundai,Model 7,2022,69857,"V6 Engine,Premium Sound,Automatic Parking,7 Seater,Rear Camera,Keyless Entry",9,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-7013536.jpg,The 2022 Hyundai Model 7 is a sporty vehicle perfect for daily commute.
V09166,BMW,X3,2022,254726,"Electric,Ambient Lighting,Keyless Entry,Ventilated Seats,Sunroof,4WD",2,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-9627941.jpg,The 2022 BMW X3 is a premium vehicle perfect for city driving.
V09167,Audi,A4,2021,350987,"360 Camera,Keyless Entry,Ambient Lighting,Automatic Parking,Panoramic Roof,Rear Camera,Wireless Charging,V8 Engine,7 Seater,Turbo,Blind Spot Monitor,Apple CarPlay,Android Auto,Power Tailgate",4,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-4619272.jpg,The 2021 Audi A4 is a family-friendly vehicle perfect for daily commute.
V09168,BMW,3 Series,2023,551400,"Adaptive Cruise,V8 Engine,Android Auto,Sunroof,Bluetooth,Ventilated Seats",3,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-8934984.jpg,The 2023 BMW 3 Series is a family-friendly vehicle perfect for daily commute.
V09169,Jaguar,Model 6,2025,228072,"Electric,Premium Sound,Keyless Entry,V8 Engine,Bluetooth,Parking Sensors,Push Start",9,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-7653980.jpg,The 2025 Jaguar Model 6 is a family-friendly vehicle perfect for long trips.
V09170,Mercedes,G-Class,2021,445651,"Adaptive Cruise,Sport Mode,7 Seater,Bluetooth,Turbo,Blind Spot Monitor,Electric,Rear Camera,Power Tailgate,Panoramic Roof,Eco Mode,Cruise Control",9,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-2130218.jpg,The 2021 Mercedes G-Class is a reliable vehicle perfect for long trips.
V09171,Subaru,Model 7,2022,119382,"Lane Assist,Sport Mode,Rear Camera,Premium Sound,Sunroof,Push Start,Leather Seats,Hybrid",8,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-4855367.jpg,The 2022 Subaru Model 7 is a reliable vehicle perfect for off-road adventures.
V09172,Kia,Model 3,2020,103016,"Cruise Control,Ventilated Seats,Air Suspension,Eco Mode,Premium Sound,7 Seater,Leather Seats,V6 Engine,Hybrid,4WD,Automatic Parking,LED Headlights,Ambient Lighting,Bluetooth,Heated Seats",2,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-2582651.jpg,The 2020 Kia Model 3 is a family-friendly vehicle perfect for off-road adventures.
V09173,Tesla,Model S,2023,331863,"Parking Sensors,Panoramic Roof,Ventilated Seats,Sport Mode,Android Auto,Power Tailgate,Wireless Charging,4WD",2,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-1021152.jpg,The 2023 Tesla Model S is a family-friendly vehicle perfect for long trips.
V09174,BMW,X7,2024,535614,"Hybrid,V6 Engine,Panoramic Roof,Heated Seats,Wireless Charging,Navigation",2,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-2590478.jpg,The 2024 BMW X7 is a premium vehicle perfect for city driving.
V09175,Honda,Odyssey,2025,176353,"Apple CarPlay,Rear Camera,Keyless Entry,Parking Sensors,Automatic Parking,Push Start,AWD,Panoramic Roof,Air Suspension,Blind Spot Monitor,Turbo,V6 Engine",4,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-2531029.jpg,The 2025 Honda Odyssey is a family-friendly vehicle perfect for city driving.
V09176,Honda,Pilot,2023,160669,"Leather Seats,V6 Engine,Ambient Lighting,Electric,Bluetooth,LED Headlights,Panoramic Roof,Apple CarPlay,Heated Seats,Air Suspension",0,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-1703944.jpg,The 2023 Honda Pilot is a luxury vehicle perfect for long trips.
V09177,BMW,X5,2021,213624,"Blind Spot Monitor,Air Suspension,Navigation,V6 Engine,Heated Seats,LED Headlights,Sport Mode,7 Seater,Push Start,Electric,Wireless Charging,360 Camera",2,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-5960954.jpg,The 2021 BMW X5 is a family-friendly vehicle perfect for city driving.
V09178,Toyota,Hilux,2023,174213,"AWD,Keyless Entry,Power Tailgate,Wireless Charging,Cruise Control",3,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-3089975.jpg,The 2023 Toyota Hilux is a sporty vehicle perfect for off-road adventures.
V09179,Ford,Expedition,2023,272837,"Wireless Charging,Blind Spot Monitor,Automatic Parking,Panoramic Roof,Leather Seats,Lane Assist,Heated Seats,Eco Mode,AWD,V8 Engine,Sport Mode,V6 Engine,Hybrid",4,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-3876771.jpg,The 2023 Ford Expedition is a premium vehicle perfect for off-road adventures.
V09180,Volvo,Model 3,2021,234994,"Keyless Entry,4WD,Navigation,Premium Sound,7 Seater,Hybrid",2,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-6261204.jpg,The 2021 Volvo Model 3 is a family-friendly vehicle perfect for daily commute.
V09181,Mitsubishi,Model 9,2024,105993,"Bluetooth,Cruise Control,Hybrid,LED Headlights,V6 Engine,Eco Mode,AWD",10,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-4242268.jpg,The 2024 Mitsubishi Model 9 is a family-friendly vehicle perfect for daily commute.
V09182,Mitsubishi,Model 7,2021,103479,"Sport Mode,Power Tailgate,Electric,Wireless Charging,7 Seater,Blind Spot Monitor,Ventilated Seats,Bluetooth,Eco Mode,Automatic Parking,4WD",0,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-7936779.jpg,The 2021 Mitsubishi Model 7 is a premium vehicle perfect for daily commute.
V09183,Tesla,Model Y,2020,285831,"Electric,Android Auto,Navigation,Sunroof,Turbo,Premium Sound,360 Camera,Hybrid,Adaptive Cruise,4WD,Panoramic Roof",2,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-7477201.jpg,The 2020 Tesla Model Y is a luxury vehicle perfect for daily commute.
V09184,Kia,Model 4,2022,171102,"Sport Mode,Eco Mode,Android Auto,Panoramic Roof,Keyless Entry,Turbo,Automatic Parking",9,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-8814934.jpg,The 2022 Kia Model 4 is a reliable vehicle perfect for daily commute.
V09185,Toyota,RAV4,2025,232774,"Ambient Lighting,Android Auto,Wireless Charging,AWD,Cruise Control,Push Start,Parking Sensors,Keyless Entry,Lane Assist",6,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-6543135.jpg,The 2025 Toyota RAV4 is a luxury vehicle perfect for city driving.
V09186,Tesla,Model X,2022,430170,"Rear Camera,360 Camera,Turbo,Android Auto,Panoramic Roof,Parking Sensors,Heated Seats,Navigation,Eco Mode,Leather Seats,AWD,Cruise Control,Sport Mode,V6 Engine",1,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-3654857.jpg,The 2022 Tesla Model X is a premium vehicle perfect for daily commute.
V09187,Subaru,Model 8,2024,142447,"360 Camera,Turbo,LED Headlights,Hybrid,Heated Seats,Panoramic Roof,Automatic Parking,Parking Sensors,Adaptive Cruise,AWD,Ambient Lighting,Blind Spot Monitor,Cruise Control,Wireless Charging,Apple CarPlay",10,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-8901385.jpg,The 2024 Subaru Model 8 is a luxury vehicle perfect for daily commute.
V09188,BMW,7 Series,2022,215758,"Automatic Parking,AWD,4WD,Navigation,7 Seater,Android Auto,360 Camera,Adaptive Cruise,Wireless Charging,Air Suspension,Eco Mode,Cruise Control,Sunroof,V6 Engine,V8 Engine",6,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-8415401.jpg,The 2022 BMW 7 Series is a sporty vehicle perfect for daily commute.
V09189,Kia,Model 2,2025,111444,"V6 Engine,Keyless Entry,Premium Sound,Heated Seats,Hybrid,Air Suspension,Sunroof,Turbo,V8 Engine,Panoramic Roof,Ventilated Seats,AWD",10,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-9743444.jpg,The 2025 Kia Model 2 is a luxury vehicle perfect for long trips.
V09190,Land Rover,Defender,2020,278983,"Wireless Charging,Turbo,Android Auto,Power Tailgate,Lane Assist,Heated Seats,Premium Sound,Rear Camera,Apple CarPlay,Eco Mode,Electric,LED Headlights,Parking Sensors,360 Camera",10,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-5164169.jpg,The 2020 Land Rover Defender is a reliable vehicle perfect for long trips.
